새
두루미
날개
부리
무리
학
흰색
하늘
물
500원
학
무리
철새
두루미
비행
날개
군집
왜가리
일본
동양화
고스톱
대나무
죽순
도라지
자상
피습
테러
하늘
비행
백조
갈매기
황새
철새
새떼
집단
집단지성
사공
500원
두루미
학
행운
길조
깃털
부리
새
