인디언
부두술
원주민
의식
기도
소원
원한
제물
불꽃
인디언
숭배
의식
재물
화염
불꽃
기도
샤머니즘
깃털
원주민
저주
제사장
저승사자
크리스마스
박해
콜롬버스
타투
눈썹문신
쥐불놀이
원주민
초등학생
인디언
짗궂음
프로메테우스
화염
화형
발화
의식
제사
재물
불
불꽃
화염
영혼
재사
의식
인디언
부족
